name,address,city,district,project_name,investor,price,area,bedroom,post_date,expiration_date,,,,,,,
"Bán căn hộ Sky 9. Diện tích 63m2 gồm 2 phòng ngủ, 2 WC full nội thất ở block CT3","Dự án Sky 9, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Sky 9,Công ty CP Tổ chức Nhà Quốc Gia,2.05,63.3,2,16/12/2021,23/12/2021,,,,,,,
"Căn hộ The Sun Avenue tầng 20 cửa hướng Tây Bắc, đầy đủ nội thất, 1 phòng ngủ, 56m2, giá 3.63 tỷ","Dự án The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,The Sun Avenue,Novaland Group,3.63,56,1,16/12/2021,23/12/2021,,,,,,,
"Căn hộ lô D, lầu 16, CC An Phú, Hậu Giang, P. 11, Q. 6","Dự án An Phú Apartment, Đường Hậu Giang, Phường 11, Quận 6, Hồ Chí Minh",Hồ Chí Minh,Quận 6,An Phú Apartment,Công ty CP An Phú,3.25,102,3,16/12/2021,25/12/2021,,,,,,,
"(giá thật) cần bán căn 2 ngủ Hd Mon, 52,6m2, full đồ gắn tường giá 1,9 tỷ, liên hệ 0394942555","Dự án Mon City - Hải Đăng City, Đường Hàm Nghi, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Mon City,Công ty CP Đầu tư Hải Đăng,1.9,52.6,2,16/12/2021,23/12/2021,,,,,,,
Chính chủ bán căn 2PN DT 70m2 tòa A chung cư Rivera Park 69 - giá 2.8 tỷ. LH: 0932392256,"Dự án Rivera Park Hà Nội, 69 Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Rivera Park Hà Nội,Công ty CP Đầu tư và Phát triển Đô thị Long Giang,2.8,70,2,16/12/2021,23/12/2021,,,,,,,
"Bán gấp căn hộ The Sun Avenue tầng 16 ban công rộng rãi, đầy đủ nội thất, 2 PN 73m2 giá tốt","Dự án The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,The Sun Avenue,Novaland Group,4.31,73,2,16/12/2021,23/12/2021,,,,,,,
Cực hot Garden Gate 3PN 2WC 85m2 đầy đủ nội thất hợp đồng mua bán giá tốt chỉ 5 tỷ. LH 096 133 5653,"Garden Gate, 8, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Garden Gate,Novaland Group,5,85,3,16/12/2021,23/12/2021,,,,,,,
"Nhượng cọc căn 3 ngủ 87m2, giá chỉ 3.132 tỷ, view biệt thự Đảo, biệt thự Vạn Tuế, quảng trường","Dự án Haven Park Residences, Xã Xuân Quan, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Haven Park Residences,Công ty Cổ phần Tập đoàn Ecopark,3.132,87,3,16/12/2021,23/12/2021,,,,,,,
"Chính chủ bán căn hộ 2PN DT 73m2 ban công Đông Nam chung cư The Legend, giá 3.1 tỷ, LH 0965551255","Legend Tower 109 Nguyễn Tuân, 109 Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,The Legend Tower 109 Nguyễn Tuân,Công ty CP Đại Việt Trí Tuệ,3.1,73,2,16/12/2021,23/12/2021,,,,,,,
Mua nhà West Gate - tặng ngay nội thất,"Dự án West Gate Park, Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh",Hồ Chí Minh,Bình Chánh,West Gate Park,Công ty CP Đầu tư & Phát triển Bất động sản An Gia,2.242,59,2,16/12/2021,23/12/2021,,,,,,,
"Chính chủ bán gấp căn hộ DIC PHOENIX 2PN, Tầng cao, View hồ phụng hoàng, full nội thất","Dự án Dic Phoenix, Đường 3/2, Phường Nguyễn An Ninh, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,Dic Phoenix,Tổng công ty CP Đầu tư Phát triển Xây dựng (Dic Corp),0,76,2,16/12/2021,26/12/2021,,,,,,,
"Duy nhất căn góc 3PN, sở hữu ngay với 330 triệu, tặng gói nội thất duy nhất tháng này","Dự án Haven Park Residences, Xã Xuân Quan, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Haven Park Residences,Công ty Cổ phần Tập đoàn Ecopark,3.132,86.35,3,16/12/2021,23/12/2021,,,,,,,
"Nhượng cọc suất mua căn Duplex 3PN - 4PN dự án Skyoasis, Solforest với quà tặng tới 100 triệu","Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Khu đô thị Ecopark,Công ty Cổ phần Tập đoàn Ecopark,6.43,175,4,16/12/2021,23/12/2021,,,,,,,
"Quỹ độc quyền 3 phòng ngủ 86m2, thanh toán chỉ từ 350tr ký ngay HĐMB, tặng gói nội thất 5 sao","Dự án Haven Park Residences, Xã Xuân Quan, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Haven Park Residences,Công ty Cổ phần Tập đoàn Ecopark,0,86,3,16/12/2021,23/12/2021,,,,,,,
"Chính chủ bán CH DT 120m2 chung cư Diamond Flower đã có sổ đỏ, đầy đủ nội thất, giá 4.5 tỷ","Dự án Diamond Flower Tower, Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Diamond Flower Tower,Công ty CP Đầu tư và Phát triển nhà số 6 Hà Nội,4.45,120,3,16/12/2021,23/12/2021,,,,,,,
"Chính chủ bán gấp căn hộ DIC PHOENIX 2PN, Tầng cao, View hồ phụng hoàng, full nội thất","Dự án Dic Phoenix, Đường 3/2, Phường Nguyễn An Ninh, Vũng Tàu, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Vũng Tàu,Dic Phoenix,Tổng công ty CP Đầu tư Phát triển Xây dựng (Dic Corp),0,76,2,16/12/2021,26/12/2021,,,,,,,
"Duy nhất căn góc 3PN, sở hữu ngay với 330 triệu, tặng gói nội thất duy nhất tháng này","Dự án Haven Park Residences, Xã Xuân Quan, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Haven Park Residences,Công ty Cổ phần Tập đoàn Ecopark,3.132,86.35,3,16/12/2021,23/12/2021,,,,,,,
"Nhượng cọc suất mua căn Duplex 3PN - 4PN dự án Skyoasis, Solforest với quà tặng tới 100 triệu","Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Khu đô thị Ecopark,Công ty Cổ phần Tập đoàn Ecopark,6.43,175,4,16/12/2021,23/12/2021,,,,,,,
"Quỹ độc quyền 3 phòng ngủ 86m2, thanh toán chỉ từ 350tr ký ngay HĐMB, tặng gói nội thất 5 sao","Dự án Haven Park Residences, Xã Xuân Quan, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Haven Park Residences,Công ty Cổ phần Tập đoàn Ecopark,0,86,3,16/12/2021,23/12/2021,,,,,,,
"Chính chủ bán CH DT 120m2 chung cư Diamond Flower đã có sổ đỏ, đầy đủ nội thất, giá 4.5 tỷ","Dự án Diamond Flower Tower, Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Diamond Flower Tower,Công ty CP Đầu tư và Phát triển nhà số 6 Hà Nội,4.45,120,3,16/12/2021,23/12/2021,,,,,,,
"Bán gấp căn hộ Richstar 1 Tân Phú, giá 2,95 tỷ full NT mới năm ngoái, 2PN/2WC 65m2 hướng mát","Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Căn hộ RichStar,Novaland Group,2.95,65,2,16/12/2021,23/12/2021,,,,,,,
"Căn 3 ngủ có khoáng nóng và phòng xông hơi, giá chỉ 4.5 tỷ. Tặng gói nội thất 5 sao","Dự án Swan Lake Onsen, Xã Xuân Quan, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Swan Lake Onsen Residences,Công ty Cổ phần Tập đoàn Ecopark,4.5,86,3,16/12/2021,23/12/2021,,,,,,,
"Mở bán căn hộ 2 phòng ngủ view trọn quảng trường, hồ thiên nga, tặng voucher 400 triệu + nội thất","Dự án Swan Lake Onsen, Xã Xuân Quan, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Swan Lake Onsen Residences,Công ty Cổ phần Tập đoàn Ecopark,0,63,2,16/12/2021,23/12/2021,,,,,,,
"Chuyển ra Hà Nội cần nhượng lại căn hộ Richstar Tân Phú 2PN/2WC 65m2, giá 2 tỷ 750 có nội thất","Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Căn hộ RichStar,Novaland Group,2.75,65,2,16/12/2021,23/12/2021,,,,,,,
"Độc quyền quỹ 1PN +, 2PN giá tốt nhất The ZenPark, CK tới 16%, tặng full nội thất, LH: 0977256295","Dự án The Zenpark, Đường Đông Dư, Xã Dương Xá, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,The Zenpark,Tập đoàn Vingroup,0,74,2,16/12/2021,23/12/2021,,,,,,,
Vị trí Q1 - giá Q4 - Bán căn officetel Saigon Royal giá chỉ 3.299 tỷ - 43m2 - LH 0906006546 - Mi,"Saigon Royal Residence, 35, Đường Bến Vân Đồn, Phường 12, Quận 4, Hồ Chí Minh",Hồ Chí Minh,Quận 4,Saigon Royal Residence,Novaland Group,3.299,43,1,16/12/2021,23/12/2021,,,,,,,
"Chính chủ cần bán căn hộ 101m2 tòa chung cư Ecolife Capital Tố Hữu, đầy đủ nội thất, giá 2.9 tỷ","Dự án Ecolife Capitol, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",Hà Nội,Nam Từ Liêm,Ecolife Capitol,Công ty CP Đầu tư và Thương mại Thủ Đô,2.9,101,3,16/12/2021,23/12/2021,,,,,,,
"Căn hộ 1PN cao cấp - 46.2m2 - 1.725 tỷ The Zenpark, HTLS 0% đến hết T3/2023, CK cao - 0907 35 1001","Dự án The Zenpark, Đường Đông Dư, Xã Dương Xá, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,The Zenpark,Tập đoàn Vingroup,1.725,46.2,1,16/12/2021,23/12/2021,,,,,,,
"Cần tiền bán gấp căn hộ cao cấp Riverside Residence, PMH, Q. 7","Dự án Riverside Residence, Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Riverside Residence,Công ty TNHH Phát Triển Phú Mỹ Hưng,6.3,146,3,16/12/2021,23/12/2021,,,,,,,
"Chính chủ bán căn hộ 2PN DT 78.5m2 chung cư The Legend, giá 3.1tỷ - LH 0965551255","Dự án Legend Tower 109 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,The Legend Tower 109 Nguyễn Tuân,Công ty CP Đại Việt Trí Tuệ,3.1,78.5,2,16/12/2021,23/12/2021,,,,,,,
"Bán CH 2PN full nội thất view hồ bơi chỉ 1,9 tỷ","Dự án The Park Residence, 12 Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,Nhà Bè,The Park Residence,Công ty CP Phú Hoàng Anh,1.9,62,2,16/12/2021,23/12/2021,,,,,,,
"Cực hot Botanica Premier 2PN 2WC 70m2 nội thất đẹp căn góc chỉ 3.8 tỷ, LH 096 133 5653","Botanica Premier, 112b - 114, Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh",Hồ Chí Minh,Tân Bình,Botanica Premier,Novaland Group,3.8,70,2,16/12/2021,23/12/2021,,,,,,,
"Căn hộ Vinhomes Grand Park tầng 7 thiết kế 2 phòng ngủ, không có nội thất, 2 phòng ngủ giá tốt","Dự án Vinhomes Grand Park quận 9, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Vinhomes Grand Park,Tập đoàn Vingroup,2.54,59,2,16/12/2021,23/12/2021,,,,,,,
Bán căn 1 phòng ngủ - tòa Park 03 - tầng đẹp - giá 2.6 tỷ - cửa Tây. Liên hệ: 0337.587.060,"Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hà Nội,Hai Bà Trưng,Vinhomes Times City - Park Hill,Tập đoàn Vingroup,2.6,54,1,16/12/2021,23/12/2021,,,,,,,
Cần bán CH 2PN 1WC 61m2 giá rẻ nhất toà S3.02 Vinhome Grand Park Q9 giá 2.150tỷ bao hết thủ tục,"Dự án Vinhomes Grand Park quận 9, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Vinhomes Grand Park,Tập đoàn Vingroup,2.15,61,2,16/12/2021,26/12/2021,,,,,,,
"Căn 80,4 m2 giá 3 tỷ, giá tốt nhất thời điểm hiện tại đối với dòng căn 2 + 1, LH: 0919 493 416","Berriver Long Biên, 390, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",Hà Nội,Long Biên,Berriver Long Biên,Công ty CP Đầu tư Xây dựng số 9 Hà Nội,3,80.4,3,16/12/2021,23/12/2021,,,,,,,
"Sắm ngay căn hộ Tên Lửa tháng 12 ưu đãi chỉ còn 1,5tỷ. LH: 0901625758","Dự án Moonlight Centre Point, Đường Tên Lửa, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",Hồ Chí Minh,Bình Tân,Moonlight Centre Point,Công ty CP Tập đoàn Hưng Thịnh,1.5,50,1,16/12/2021,23/12/2021,,,,,,,
"Cần bán căn Richstar Tân Phú 2PN/2WC view mặt tiền đường Hòa Bình 64m2 giá 3 tỷ, LH: 0384642115","Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Căn hộ RichStar,Novaland Group,3,64,2,17/12/2021,24/12/2021,,,,,,,
"Bán gấp bán lỗ CH The Park 73m2 chỉ 2,18 tỷ. LH: 0798 067 909 Ngân","Dự án The Park Residence, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,Nhà Bè,The Park Residence,Công ty CP Phú Hoàng Anh,2.18,73,2,16/12/2021,23/12/2021,,,,,,,
"Bán CH Millennium giá rẻ 65m2, 2PN full NT cao cấp 4.3 tỷ BG 5% sổ. LH Ms Dung 0916020270 xem nhà","Dự án Masteri Millennium, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",Hồ Chí Minh,Quận 4,Masteri Millennium,2 tòa tháp cao 34 tầng,4.3,65,2,16/12/2021,23/12/2021,,,,,,,
"Bán căn 3PN, Richstar Tân Phú, giá 3 tỷ 440. Liên hệ trao đổi 0384642115","Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Căn hộ RichStar,Novaland Group,3.44,82,3,11/12/2021,18/12/2021,,,,,,,
"Về quê cần bán CHCC RichStar Residences, 65m2, 2PN, 2WC, giá từ 2tỷ750 bao mọi thuế phí 0384642115","Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Căn hộ RichStar,Novaland Group,0,65,2,11/12/2021,18/12/2021,,,,,,,
"Bán căn hộ hạng sang khu trung tâm Phú Mỹ Hưng, DT 150 m2 giá 6.5 tỷ view sông tuyệt đẹp 0916427678","Dự án Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Phú Mỹ Hưng,Công ty TNHH Phát Triển Phú Mỹ Hưng,6.5,150,3,16/12/2021,23/12/2021,,,,,,,
"Cần bán gấp căn hộ Park View, Phú Mỹ Hưng, Quận 7. Lầu cao view đẹp, DT 106m2, giá: 4,250 tỷ còn TL","Dự án Park View, Đường Nguyễn Đức Cảnh, Phường Tân Phú, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Park View,Công ty TNHH Phát Triển Phú Mỹ Hưng,4.25,106,3,16/12/2021,23/12/2021,,,,,,,
"Astral City - căn hộ biểu tượng Bình Dương mặt tiền QL13 kề VSIP1, Aeon Mall giá chỉ 1,79 tỷ 1 căn","Dự án Astral City, Đường Quốc Lộ 13, Phường Bình Hòa, Thuận An, Bình Dương",Bình Dương,Thuận An,Astral City,Công ty CP Phát triển Bất động sản Phát Đạt,1.794,46,2,16/12/2021,23/12/2021,,,,,,,
"Chính chủ bán căn hộ 70m2 chung cư Riverside Garden, giá 2.45 tỷ, liên hệ: 0932392256","Dự án Riverside Garden, Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Riverside Garden,Công ty CP Đầu tư - Thiết kế và Xây dựng Việt Nam,2.45,70,2,16/12/2021,23/12/2021,,,,,,,
"Căn hộ Vinhome Grand Park view Sông Tắc đón gió thoáng mát, 1 phòng ngủ hướng Tây Bắc giá tốt","Dự án Vinhomes Grand Park quận 9, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Vinhomes Grand Park,Tập đoàn Vingroup,1.41,33,1,16/12/2021,23/12/2021,,,,,,,
"346 triệu ở ngay căn hộ 1PN cao cấp The Zenpark, HTLS 0% đến hết T3/2023, CK cao - 0907 35 1001","Dự án The Zenpark, Đường Đông Dư, Xã Dương Xá, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,The Zenpark,Tập đoàn Vingroup,1.78,46.2,1,16/12/2021,23/12/2021,,,,,,,
Chính chủ bán gấp căn hộ 3PN DT 80m2 chung cư Hà Nội Center Point - giá 3.2 tỷ - LH 0932392256,"Hà Nội Center Point, 27, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Hà Nội Center Point,Công ty Đầu tư Xây dựng số 2 Hà Nội,3.2,80,3,16/12/2021,23/12/2021,,,,,,,
Bán căn góc tầng 25 chung cư Osaka Complex quận Hoàng Mai,"Dự án Osaka Complex, Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Osaka Complex,Khu nhà ở thấp tầng và 2 tòa nhà cao 35 tầng,1.795,76.34,3,16/12/2021,23/12/2021,,,,,,,
"West Gate ngay UBND Bình Chánh, mở bán GĐ1 Block Thames đẹp nhất, giá siêu tốt tặng full nội thất","Dự án West Gate Park, Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh",Hồ Chí Minh,Bình Chánh,West Gate Park,Công ty CP Đầu tư & Phát triển Bất động sản An Gia,2.301,59,2,16/12/2021,23/12/2021,,,,,,,
"Chính chủ bán căn 71,22m2 BC Đông Nam chung cư 90 Nguyễn Tuân full NT, giá 2,5 tỷ, LH 0965551255","Dự án 90 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Khu nhà ở 90 Nguyễn Tuân,Công ty CP Sông Đà 7,2.5,71.22,2,16/12/2021,23/12/2021,,,,,,,
3 tỷ 8 chính chủ bán nhanh căn 1PN riêng biệt - 1WC Millennium - 0909008893,"Masteri Millennium, 132, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",Hồ Chí Minh,Quận 4,Masteri Millennium,2 tòa tháp cao 34 tầng,3.8,56,1,16/12/2021,23/12/2021,,,,,,,
"Bán CH Millennium giá rẻ 53m2, 1PN full NT cao cấp 3.7 tỷ BG 5% sổ. LH Ms Dung 0916020270 xem nhà","Dự án Masteri Millennium, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",Hồ Chí Minh,Quận 4,Masteri Millennium,2 tòa tháp cao 34 tầng,3.7,53,1,16/12/2021,23/12/2021,,,,,,,
"Bán CH Millennium giá rẻ 53m2, 1PN full NT cao cấp 3.7 tỷ BG 5% sổ. LH Ms Dung 0916020270 xem nhà","Dự án Masteri Millennium, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",Hồ Chí Minh,Quận 4,Masteri Millennium,2 tòa tháp cao 34 tầng,3.7,53,1,16/12/2021,23/12/2021,,,,,,,
Sở hữu căn hộ 3PN mặt tiền Nguyễn Văn Linh chỉ 500 triệu full nội thất cao cấp Châu Âu,"Dự án West Gate Park, Đường Nguyễn Văn Linh, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh",Hồ Chí Minh,Bình Chánh,West Gate Park,Công ty CP Đầu tư & Phát triển Bất động sản An Gia,0,85,3,16/12/2021,23/12/2021,,,,,,,
"Căn hộ Vinhomes Grand Park tầng 10 thiết kế sang trọng, tiện ích đa dạng, 1 phòng ngủ 36.8m2","Dự án Vinhomes Grand Park quận 9, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Vinhomes Grand Park,Tập đoàn Vingroup,2.51,36.8,1,16/12/2021,23/12/2021,,,,,,,
Dự án MT Eastmark City ngay trung tâm TP. Thủ Đức 36tr/m2. Booking liền tay nhận ngay 2 chỉ vàng,"Dự án Chung cư MT Eastmark City, Đường Vành Đai 3, Phường Long Trường, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Chung cư MT Eastmark City,Công ty TNHH Xây dựng và Kinh doanh Nhà Điền Phúc Thành,2.268,63,1,16/12/2021,23/12/2021,,,,,,,
"Cần bán căn hộ chính chủ Đền Lừ 1, Hoàng Mai","Dự án Đền Lừ I, Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Khu đô thị Đền Lừ I,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,1.41,53,2,16/12/2021,23/12/2021,,,,,,,
"Căn hộ góc, lầu cao, view LandMark, nhà mới, có sổ, chung cư Hưng Ngân Garden","Dự án Hưng Ngân Garden, Đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",Hồ Chí Minh,Quận 12,Hưng Ngân Garden,Công ty CP Nhà Hưng Ngân,1.9,68,2,16/12/2021,23/12/2021,,,,,,,
Bán căn hộ 3PN chung cư The Legacy ban công Đông Nam - Giá 4.85 tỷ - LH 0965551255,"Dự án Chung cư The Legacy, Phố Lê Văn Thiêm, Phường Nhân Chính, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Chung cư The Legacy,"2 tầng hầm, 1 tầng kỹ thuật, 24 tầng nổi và khu biệt thự nhà vườn",4.85,118,3,13/12/2021,20/12/2021,,,,,,,
Cần bán căn góc 80m2 Helios tầng trung đồ cơ bản giá thỏa thuận,"Dự án Helios Tower 75 Tam Trinh, Đường Tam Trinh, Phường Mai Động, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Helios Tower 75 Tam Trinh,"Công ty CP Phát triển Đô thị Từ Liêm - LIDECO, JSC",2.75,80,2,16/12/2021,26/12/2021,,,,,,,
"Căn hộ Tô Ký Tower 2PN, 1WC. Diện tích 51m2, có sổ, hỗ trợ vay, giá 1,55 tỷ, Lh: 0935.885.889","Dự án Tô Ký Tower, Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",Hồ Chí Minh,Quận 12,Tô Ký Tower,Công ty CP Đầu tư Xây dựng Công trình 557,1.55,51,2,16/12/2021,23/12/2021,,,,,,,
"Bán gấp CH Cantavil Q2, (80m2, 3PN, giá 3,6 tỷ),(98m2, 3PN, giá 4,3 tỷ), (120m2, 3PN, giá 4,8 tỷ)","Dự án Cantavil An Phú, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Cantavil An Phú - Cantavil Premier,Công ty Cổ phần Daewon,3.6,80,3,16/12/2021,23/12/2021,,,,,,,
"Căn hộ sân vườn Marina Tower 95m2, full nội thất, view sông, Quốc Lộ 13 LH: 0935.885.889","Dự án Marina Tower, Đường Quốc Lộ 13, Phường Vĩnh Phú, Thuận An, Bình Dương",Bình Dương,Thuận An,Marina Tower,Công ty CP Đầu tư LDG,2.6,95,3,16/12/2021,23/12/2021,,,,,,,
"Hot! Bán căn hộ cao cấp Garden Gate 102m2 - 3PN, căn góc, tầng cao CĐT Novaland, pháp lý HĐMB","Garden Gate, Số 8, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Garden Gate,Novaland Group,6.25,102,3,16/12/2021,23/12/2021,,,,,,,
"Căn hộ sân vườn 81m2 full nội thất, view hồ bơi đẹp lung linh chung cư Marina Tower LH 0935.885.889","Dự án Marina Tower, Đường Quốc Lộ 13, Phường Vĩnh Phú, Thuận An, Bình Dương",Bình Dương,Thuận An,Marina Tower,Công ty CP Đầu tư LDG,2.3,81,2,16/12/2021,23/12/2021,,,,,,,
"Bán căn hộ 63.1 m2 tòa River, view sông Đông Nam chỉ từ 1.67 tỉ/căn - chiết khấu 8%, miễn lãi","Dự án Eurowindow River Park, Đường 5, Xã Đông Hội, Đông Anh, Hà Nội",Hà Nội,Đông Anh,Eurowindow River Park,Công ty CP Eurowindow Holding,1.67,63.6,2,13/12/2021,20/12/2021,,,,,,,
"Ket tiền ngân hàng bán gấp căn Grand View, PMH, Q. 7, gia 10.5 ty","Dự án Grand View, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Grand View,Công ty TNHH Phát Triển Phú Mỹ Hưng,10.5,180,3,16/12/2021,23/12/2021,,,,,,,
"5 suất ngoại giao căn hộ Legacy Central 2PN. View cực đẹp, CK 15%, LH 0399 675 320","Dự án Legacy Central, Đường Thuận Giao 25, Phường Thuận Giao, Thuận An, Bình Dương",Bình Dương,Thuận An,Legacy Central,Công ty CP Đầu tư và Phát triển Thuận Lợi,1.68,60,2,16/12/2021,26/12/2021,,,,,,,
"Chính chủ bán căn 86m2 3PN + 2WC tại TSG Lotus Sài Đồng, tầng cao view đẹp, LH: 097 855 1294","Dự án TSG Lotus Sài Đồng, 190 Phố Sài Đồng, Phường Việt Hưng, Long Biên, Hà Nội",Hà Nội,Long Biên,TSG Lotus Sài Đồng,"Chung cư cao 25 tầng và 4 tầng hầm, 30 lô Kiot thương mại, 21 căn Shophouse",2.2,86,3,13/12/2021,20/12/2021,,,,,,,
"Chính chủ cần bán căn 2PN, ban công Đông Nam, view công viên CC C22 Bộ Công An (The Park Home)","Dự án Chung cư C22 Bộ Công an, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội",Hà Nội,Cầu Giấy,The Park Home,Tổng Công ty Đầu tư và Phát triển nhà Hà Nội (HANDICO),0,80.36,2,16/12/2021,24/12/2021,,,,,,,
"Cần bán căn hộ chung cư cao cấp The Pegasuite, Quận 8","Dự án The Pegasuite, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",Hồ Chí Minh,Quận 8,The Pegasuite,Công ty CP Đầu tư và Kinh doanh Bất động sản Phương Việt (PVInvest),2.45,62,2,16/12/2021,23/12/2021,,,,,,,
